anio,sexo,edad,n,mx,ax,qx,px,lx,dx,Lx,Tx,ex
2019,Mujeres,80,5,0.0563731339729062,2.5,0.247048433732968,0.752951566267032,61749.5995269338,15255.141846767,270610.143017751,645041.239840338,10.4460797281606
2019,Mujeres,85,,0.124173601163786,8.05324151532815,1,0,46494.4576801668,46494.4576801668,374431.096822587,374431.096822587,8.05324151532815
2021,Hombres,0,1,0.00973234903285745,0.0711216248041894,0.00964515520405935,0.990354844795941,100000,964.515520405935,99104.0823905542,6902364.37771434,69.0236437771434
2021,Hombres,1,4,0.000555357918865943,1.62359370512347,0.00221850379165325,0.997781496208347,99035.4844795941,219.710597826196,395619.816270651,6803260.29532378,68.6951786127282
2021,Hombres,5,5,0.000241426083535921,2.5,0.00120640227523841,0.998793597724762,98815.7738817679,119.211574440409,493780.840472738,6407640.47905313,64.8443080223185
2021,Hombres,10,5,0.000414306228370173,2.5,0.00206938774127555,0.997930612258724,98696.5623073275,204.241456144822,492972.207896275,5913859.63858039,59.9196111832695
2021,Hombres,15,5,0.00192815350934201,2.5,0.00959451828644891,0.990405481713551,98492.3208511827,944.986373481465,490099.13832221,5420887.43068412,55.0386810244306
2021,Hombres,20,5,0.00312181156886535,2.5,0.0154881798963738,0.984511820103626,97547.3344777012,1510.83066480238,483959.5957265,4930788.29236191,50.5476476498603
2021,Hombres,25,5,0.00391983612902156,2.5,0.019408980586779,0.980591019413221,96036.5038128988,1863.97063812668,475522.592469177,4446828.69663541,46.3035254313178
2021,Hombres,30,5,0.00451845454093598,2.5,0.0223399179454678,0.977660082054532,94172.5331747721,2103.80666384125,465603.149214258,3971306.10416623,42.1705349774971
2021,Hombres,35,5,0.0053890259612239,2.5,0.026586935590799,0.973413064409201,92068.7265109309,2447.82530167301,454224.069300472,3505702.95495197,38.077022326748
2021,Hombres,40,5,0.00653993385838552,2.5,0.0321736356687835,0.967826364331217,89620.9012092579,2883.4302238147,440895.930486753,3051478.8856515,34.0487413591896
2021,Hombres,45,5,0.00851497700219361,2.5,0.0416874654862306,0.958312534513769,86737.4709854432,3615.86532806859,424647.691607044,2610582.95516475,30.0975221608995
2021,Hombres,50,5,0.010627766563202,2.5,0.0517635066530076,0.948236493346992,83121.6056573746,4302.66578745418,404851.363818237,2185935.2635577,26.298039435957
2021,Hombres,55,5,0.0151389309365526,2.5,0.0729342868537971,0.927065713146203,78818.9398699204,5748.60316998496,379723.19142464,1781083.89973947,22.5971562505014
2021,Hombres,60,5,0.0203882965871705,2.5,0.0969974509408963,0.903002549059104,73070.3366999354,7087.63639928676,347632.59250146,1401360.70831483,19.1782434788762
2021,Hombres,65,5,0.0290846216516528,2.5,0.135565900915763,0.864434099084237,65982.7003006487,8945.00421111221,307550.990975463,1053728.11581337,15.9697634533306
2021,Hombres,70,5,0.0406211331111267,2.5,0.184381229399099,0.815618770600901,57037.6960895365,10516.6805270809,258896.77912998,746177.124837904,13.0821750525577
2021,Hombres,75,5,0.0588666384910884,2.5,0.256574061189814,0.743425938810186,46521.0155624556,11936.0858935338,202764.863078443,487280.345707924,10.4744133337704
2021,Hombres,80,5,0.0872866587313081,2.5,0.358255893804137,0.641744106195863,34584.9296689218,12390.2548906928,141949.011117877,284515.482629481,8.22657398332511
2021,Hombres,85,,0.155679484404035,6.42345395623677,1,0,22194.674778229,22194.674778229,142566.471511604,142566.471511604,6.42345395623677
2021,Mujeres,0,1,0.00773555496010437,0.0746595538882922,0.00768057722032786,0.992319422779672,100000,768.057722032786,99289.2851248546,7725512.7972999,77.255127972999
2021,Mujeres,1,4,0.000446692874527847,1.51025742757056,0.00178478654727717,0.998215213452723,99231.9422779672,177.1078356379,396486.81619357,7626223.51217505,76.852506734299
2021,Mujeres,5,5,0.000215055826106215,2.5,0.00107470132857599,0.998925298671424,99054.8344423293,106.454362177046,495008.036306204,7229736.69598147,72.9872169963668
2021,Mujeres,10,5,0.000260763116085128,2.5,0.00130296616663123,0.998697033833369,98948.3800801523,128.926391487406,494419.584422043,6734728.65967527,68.0630512012411
2021,Mujeres,15,5,0.000574481247356704,2.5,0.00286828679434504,0.997131713205655,98819.4536886649,283.442534039589,493388.662108225,6240309.07525323,63.1485890917147
2021,Mujeres,20,5,0.000731853594619212,2.5,0.00365258507929622,0.996347414920704,98536.0111546253,359.91116411675,491780.277862835,5746920.413145,58.3230470343151
2021,Mujeres,25,5,0.000931985582887838,2.5,0.00464909568905004,0.99535090431095,98176.0999905085,456.430083233619,489739.424744459,5255140.13528217,53.5276929496102
2021,Mujeres,30,5,0.00119984131077339,2.5,0.00598126513137864,0.994018734868621,97719.6699072749,584.487254266214,487137.131400709,4765400.71053771,48.7660336456268
2021,Mujeres,35,5,0.0016593811910314,2.5,0.00826262882799288,0.991737371172007,97135.1826530087,802.591960401103,483669.433364041,4278263.579137,44.0444282111461
2021,Mujeres,40,5,0.00225668033714891,2.5,0.0112201012311715,0.988779898768829,96332.5906926076,1080.86141943207,478960.799914458,3794594.14577296,39.3905543128319
2021,Mujeres,45,5,0.00365202565683696,2.5,0.0180949204993794,0.981905079500621,95251.7292731755,1723.57246862652,471949.715194311,3315633.3458585,34.8091669427805
2021,Mujeres,50,5,0.00526013495265269,2.5,0.0259593011943662,0.974040698805634,93528.156804549,2427.92559264319,461570.970041137,2843683.63066419,30.4045725674547
2021,Mujeres,55,5,0.00847447786912892,2.5,0.0414933041267957,0.958506695873204,91100.2312119058,3780.04959969701,446051.032060287,2382112.66062305,26.1482614142009
2021,Mujeres,60,5,0.0125192209577726,2.5,0.0606964249021218,0.939303575097878,87320.1816122088,5300.02284566506,423350.850946881,1936061.62856277,22.1719835302321
2021,Mujeres,65,5,0.0190243365224029,2.5,0.0908030148334153,0.909196985166585,82020.1587665437,7447.67769311755,391481.599599925,1512710.77761589,18.4431583694145
2021,Mujeres,70,5,0.0292127056635024,2.5,0.136122278199308,0.863877721800692,74572.4810734262,10150.9760146895,347484.965330407,1121229.17801596,15.035428108017
2021,Mujeres,75,5,0.0434213515106037,2.5,0.195846913382408,0.804153086617592,64421.5050587367,12616.7529212027,290565.642990677,773744.212685554,12.0106509771867
2021,Mujeres,80,5,0.067278138171967,2.5,0.287957568206229,0.712042431793771,51804.7521375339,14917.5704470507,221729.834570043,483178.569694878,9.32691596346432
2021,Mujeres,85,,0.141087627266089,7.08779373058712,1,0,36887.1816904832,36887.1816904832,261448.735124835,261448.735124835,7.08779373058712
